821.669803971391,591.413043478262,0,0,0,0,1309
811.495051401324,591.413043478262,0,0,0,0,1310
801.320298831258,591.413043478262,0,0,0,0,1311
791.145546261191,591.413043478262,0,0,0,0,1312
780.970793691125,591.413043478262,0,0,0,0,1313
770.796041121058,591.413043478262,0,0,0,0,1314
760.621288550992,591.413043478262,0,0,0,0,1315
750.446535980926,591.413043478262,0,0,0,0,1316
740.271783410859,591.413043478262,0,0,0,0,1317
730.097030840793,591.413043478262,0,0,0,0,1318
719.922278270726,591.413043478262,0,0,0,0,1319
709.74752570066,591.413043478262,0,0,0,0,1320
831.844556541457,591.413043478262,0,0,0,0,1400
826.757180256424,582.601449275364,0,0,0,0,1401
816.582427686357,582.601449275364,0,0,0,0,1402
806.407675116291,582.601449275364,0,0,0,0,1403
796.232922546224,582.601449275364,0,0,0,0,1404
786.058169976158,582.601449275364,0,0,0,0,1405
775.883417406091,582.601449275364,0,0,0,0,1406
765.708664836025,582.601449275364,0,0,0,0,1407
755.533912265959,582.601449275364,0,0,0,0,1408
745.359159695892,582.601449275364,0,0,0,0,1409
735.184407125826,582.601449275364,0,0,0,0,1410
725.009654555759,582.601449275364,0,0,0,0,1411
714.834901985693,582.601449275364,0,0,0,0,1412
704.660149415626,582.601449275364,0,0,0,0,1413
842.019309111523,591.413043478262,0,0,0,0,1494
836.93193282649,582.601449275364,0,0,0,0,1495
831.844556541457,573.789855072465,0,0,0,0,1496
821.66980397139,573.789855072465,0,0,0,0,1497
811.495051401324,573.789855072465,0,0,0,0,1498
801.320298831257,573.789855072465,0,0,0,0,1499
791.145546261191,573.789855072465,0,0,0,0,1500
780.970793691125,573.789855072465,0,0,0,0,1501
770.796041121058,573.789855072465,0,0,0,0,1502
760.621288550992,573.789855072465,0,0,0,0,1503
750.446535980925,573.789855072465,0,0,0,0,1504
740.271783410859,573.789855072465,0,0,0,0,1505
730.097030840792,573.789855072465,0,0,0,0,1506
719.922278270726,573.789855072465,0,0,0,0,1507
709.747525700659,573.789855072465,0,0,0,0,1508
