5
29,29,171,29,171,171,29,171
57.783,134.75,0
48.666,83.044,0
49.739,141.5,0
59.606,145.09,0
69.473,148.68,0
79.34,152.27,0
89.206,155.86,0
99.073,159.45,0
96.927,42.548,0
87.06,38.957,0
79.017,45.706,0
70.973,52.456,0
62.93,59.205,0
54.886,65.954,0
46.843,72.703,0
38.799,79.453,0
40.623,89.793,0
42.446,100.13,0
44.269,110.47,0
46.093,120.81,0
47.916,131.16,0
41.696,148.24,0
51.563,151.84,0
61.429,155.43,0
71.296,159.02,0
81.163,162.61,0
91.03,166.2,0
95.104,32.208,0
77.193,35.366,0
69.15,42.115,0
61.106,48.864,0
53.063,55.614,0
45.02,62.363,0
36.976,69.112,0
30.756,86.202,0
32.579,96.542,0
34.403,106.88,0
36.226,117.22,0
38.049,127.56,0
39.872,137.9,0
33.652,154.99,0
43.519,158.59,0
53.386,162.18,0
63.253,165.77,0
73.119,169.36,0
67.327,31.775,0
59.283,38.524,0
51.24,45.273,0
43.196,52.022,0
35.153,58.772,0
30.006,134.31,0
31.829,144.65,0
35.476,165.33,0
45.342,168.93,0
49.416,34.933,0
41.373,41.682,0
33.329,48.431,0
39.55,31.342,0
31.506,38.091,0
140.12,138.62,0
150.99,98.054,0
153.71,87.912,0
106.98,156.92,0
117.12,154.2,0
127.26,151.48,0
137.41,148.77,0
147.55,146.05,0
150.27,135.91,0
152.98,125.76,0
155.7,115.62,0
158.42,105.48,0
161.14,95.337,0
163.85,85.194,0
156.43,77.77,0
149,70.345,0
141.58,62.921,0
134.15,55.496,0
126.73,48.071,0
119.31,40.647,0
109.16,43.364,0
104.26,167.06,0
114.4,164.34,0
124.55,161.63,0
134.69,158.91,0
144.83,156.19,0
154.97,153.47,0
157.69,143.33,0
160.41,133.19,0
163.13,123.05,0
165.84,112.9,0
168.56,102.76,0
166.57,75.052,0
159.15,67.628,0
151.72,60.203,0
144.3,52.778,0
136.87,45.354,0
129.45,37.929,0
122.02,30.504,0
111.88,33.222,0
101.74,35.94,0
131.97,169.05,0
142.11,166.33,0
152.25,163.61,0
162.4,160.9,0
165.11,150.75,0
167.83,140.61,0
170.55,130.47,0
169.29,64.91,0
161.86,57.485,0
154.44,50.061,0
147.01,42.636,0
139.59,35.211,0
169.82,168.32,0
164.58,47.343,0
157.16,39.918,0
149.73,32.494,0
167.3,37.201,0
159.87,29.776,0
91.78,118.09,1
105.72,91.358,1
74.62,73.137,1
115.13,126.49,1
140.85,100.77,1
148.28,108.2,1
100.57,63.229,1
70.223,100.57,1
131.44,65.638,1
112.41,136.63,1
106.45,53.506,1
62.18,107.32,1
67.649,138.34,1
138.86,73.063,1
115.86,88.64,1
138.13,110.91,1
72.046,110.91,1
83.736,124.84,1
108.44,81.216,1
66.576,79.886,1
65.826,128,1
93.603,128.43,1
143.57,90.63,1
122.56,133.92,1
88.133,97.409,1
113.14,98.782,1
104.99,129.21,1
107.71,119.07,1
76.443,83.477,1
87.383,145.52,1
96.177,90.66,1
50.489,93.384,1
64.753,69.545,1
72.797,62.796,1
125.27,123.77,1
117.85,116.35,1
145.56,118.34,1
130.71,103.49,1
96.304,56.224,1
80.84,56.047,1
82.663,66.387,1
92.53,69.979,1
84.487,76.728,1
133.43,93.347,1
60.356,96.976,1
116.59,50.789,1
113.87,60.931,1
128.72,75.78,1
118.58,78.498,1
85.56,135.18,1
86.31,87.068,1
94.353,80.319,1
104.22,83.91,1
98,101,1
102.4,73.57,1
111.15,71.073,1
121.3,68.356,1
109.7,146.78,1
119.84,144.06,1
80.09,104.16,1
78.266,93.818,1
68.4,90.226,1
58.533,86.635,1
97.25,149.11,1
136.14,83.205,1
126,85.923,1
123.28,96.065,1
146.29,80.487,1
102.27,139.35,1
64.003,117.66,1
127.99,113.63,1
120.57,106.21,1
110.42,108.92,1
135.42,121.06,1
75.693,131.59,1
73.87,121.25,1
81.913,114.5,1
89.957,107.75,1
77.516,141.93,1
54.136,114.07,1
52.313,103.72,1
101.65,121.68,1
132.7,131.2,1
129.98,141.34,1
94.75,72.72,1
88.883,49.298,0
56.71,76.295,0
55.959,124.41,0
142.84,128.48,0
124.01,58.214,0
